,game_date,game_id,season,week,posteam,passer_id,passer,qb_hit,pass_length,pass_location,passing_yards,pass_touchdown,interception,sack,pass_attempt,complete_pass,epa,success
41149,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.8719135189894587,0.0
41150,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.271801543654874,1.0
41152,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.63473427365534,0.0
41153,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,middle,15.0,0.0,0.0,0.0,1.0,1.0,2.7829071561573073,1.0
41154,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,1.0,short,left,15.0,0.0,0.0,0.0,1.0,1.0,1.000018421385903,1.0
41156,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,1.0,short,left,13.0,1.0,0.0,0.0,1.0,1.0,1.8621067301137373,1.0
41161,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.7192914551123977,0.0
41162,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,deep,middle,19.0,0.0,0.0,0.0,1.0,1.0,2.9394828693475574,1.0
41164,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.8647813322022557,0.0
41165,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,left,15.0,0.0,0.0,0.0,1.0,1.0,2.48109048162587,1.0
41167,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,7.0,0.0,0.0,0.0,1.0,1.0,0.0808171124663204,1.0
41168,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.7937535000965,0.0
41169,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,deep,left,34.0,1.0,0.0,0.0,1.0,1.0,6.081102303462103,1.0
41170,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,-0.947,0.0
41175,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.835180212277919,0.0
41176,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,1.0,deep,right,0.0,0.0,1.0,0.0,1.0,0.0,-2.5699979411438107,0.0
41177,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,17.0,0.0,0.0,0.0,1.0,1.0,1.0811374676413834,1.0
41179,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.8409948640037328,0.0
41180,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-4.58413699013181,0.0
41181,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,1.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.4806181718595326,0.0
41184,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.6235499087488279,1.0
41186,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.7052062515867874,1.0
41188,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,right,6.0,0.0,0.0,0.0,1.0,1.0,0.4625165384495631,1.0
41194,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,left,17.0,0.0,0.0,0.0,1.0,1.0,1.0888940137811005,1.0
41196,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,16.0,0.0,0.0,0.0,1.0,1.0,1.543530372204259,1.0
41198,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,13.0,0.0,0.0,0.0,1.0,1.0,1.3562509514158592,1.0
41199,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.39144424349069595,0.0
41201,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,right,7.0,0.0,0.0,0.0,1.0,1.0,1.239556168206036,1.0
41203,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,9.0,0.0,0.0,0.0,1.0,1.0,0.5659787667100318,1.0
41204,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,8.0,1.0,0.0,0.0,1.0,1.0,2.2089080513105728,1.0
41209,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,middle,12.0,0.0,0.0,0.0,1.0,1.0,1.1253930465318263,1.0
41214,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,1.0,short,right,3.0,0.0,0.0,0.0,1.0,1.0,1.9156908001750708,1.0
41222,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,right,11.0,0.0,0.0,0.0,1.0,1.0,0.6771674703340977,1.0
41223,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5699998566415161,0.0
41224,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,9.0,0.0,0.0,0.0,1.0,1.0,0.48152913321973756,1.0
41225,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,11.0,0.0,0.0,0.0,1.0,1.0,0.9096233033342287,1.0
41226,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.4227761290385388,0.0
41229,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.39421730040339753,0.0
41230,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-1.2045047676074319,0.0
41232,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.1485058749094605,1.0
41233,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,12.0,0.0,0.0,0.0,1.0,1.0,0.8075742934306618,1.0
41234,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,-0.08503595399088226,0.0
41235,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,7.0,0.0,0.0,0.0,1.0,1.0,1.3377264618466143,1.0
41236,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.46961766164167784,0.0
41237,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.8456450254889205,0.0
41238,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.844267051143106,0.0
41240,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,3.0,1.0,0.0,0.0,1.0,1.0,4.291570233937819,1.0
41241,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.053,1.0
41243,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.2321772839059122,0.0
41244,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,deep,middle,29.0,0.0,0.0,0.0,1.0,1.0,1.3267180044786073,1.0
41246,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,deep,middle,25.0,1.0,0.0,0.0,1.0,1.0,5.045845833257772,1.0
41251,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,left,13.0,0.0,0.0,0.0,1.0,1.0,0.6649719732813537,1.0
41252,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,middle,5.0,0.0,0.0,0.0,1.0,1.0,0.06172675988636911,1.0
41254,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.528345839586109,0.0
41258,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,middle,4.0,0.0,0.0,0.0,1.0,1.0,-0.2975511404220015,0.0
41260,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.44110804540105164,0.0
41261,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.6151086171157658,0.0
41262,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.483269086573273,0.0
41265,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.0032959599047899246,1.0
41267,2019-12-22,2019_16_CIN_MIA,2019,16,CIN,00-0027973,A.Dalton,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.059308941126801,0.0
41269,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.4371428786544129,0.0
41270,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,1.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.5362396370619535,0.0
41271,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,1.0,short,middle,15.0,0.0,0.0,0.0,1.0,1.0,1.7027617326239124,1.0
41274,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,middle,14.0,0.0,0.0,0.0,1.0,1.0,1.1237249122932553,1.0
41276,2019-12-22,2019_16_CIN_MIA,2019,16,MIA,00-0023682,R.Fitzpatrick,0.0,short,middle,28.0,0.0,0.0,0.0,1.0,1.0,1.423320202389732,1.0
41286,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,deep,middle,27.0,0.0,0.0,0.0,1.0,1.0,1.6432751684915274,1.0
41289,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,middle,7.0,0.0,0.0,0.0,1.0,1.0,-0.02071944740600884,0.0
41290,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,middle,9.0,0.0,0.0,0.0,1.0,1.0,1.8163841021014377,1.0
41291,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,left,0.0,0.0,0.0,0.0,1.0,1.0,-0.5604876127326861,0.0
41292,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.7960474744904786,0.0
41293,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,12.0,0.0,0.0,0.0,1.0,1.0,2.1620859695831314,1.0
41294,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.4143630741164088,0.0
41296,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,1.0,short,right,11.0,0.0,0.0,0.0,1.0,1.0,-0.05198801314857615,0.0
41300,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,middle,4.0,0.0,0.0,0.0,1.0,1.0,0.08229500520974398,1.0
41301,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.579804322682321,0.0
41305,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,6.0,0.0,0.0,0.0,1.0,1.0,0.49350262992084026,1.0
41308,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,29.0,0.0,0.0,0.0,1.0,1.0,1.6028501164983027,1.0
41310,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,6.0,1.0,0.0,0.0,1.0,1.0,1.7364305359660648,1.0
41313,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,-2.0,0.0,0.0,0.0,1.0,1.0,-1.1435537370853126,0.0
41314,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.7981808697804809,0.0
41315,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,9.0,0.0,0.0,0.0,1.0,1.0,0.01983640156686306,1.0
41318,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.14853170653805137,0.0
41323,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,1.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.7366664190776646,0.0
41324,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,deep,left,41.0,0.0,0.0,0.0,1.0,1.0,4.095422353246249,1.0
41326,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.8788389712572098,0.0
41327,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.38159210395899223,0.0
41330,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.5333059325348586,0.0
41332,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,middle,6.0,0.0,0.0,0.0,1.0,1.0,1.4531282405368984,1.0
41333,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,left,13.0,0.0,0.0,0.0,1.0,1.0,0.6997424128931016,1.0
41335,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,6.0,0.0,0.0,0.0,1.0,1.0,0.5056317935232073,1.0
41336,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.2657117549097165,0.0
41338,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-3.6913513195468113,0.0
41339,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,deep,right,18.0,0.0,0.0,0.0,1.0,1.0,1.1679964552167803,1.0
41341,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,1.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.8544120374135673,0.0
41342,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,-0.8439499887172133,0.0
41346,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,1.2776390234939754,1.0
41347,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.5019319964339957,0.0
41348,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,-1.0,0.0,0.0,0.0,1.0,1.0,-0.8136480759130791,0.0
41349,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.2090283196885139,0.0
41352,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.44040799723006785,0.0
41353,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,middle,6.0,0.0,0.0,0.0,1.0,1.0,0.0484203138621524,1.0
41354,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.268278160947375,0.0
41357,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,13.0,0.0,0.0,0.0,1.0,1.0,0.8114921719534323,1.0
41358,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,1.0,short,left,14.0,0.0,0.0,0.0,1.0,1.0,0.8338581737480126,1.0
41359,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.812419933907222,0.0
41360,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,6.0,0.0,0.0,0.0,1.0,1.0,-0.15274092298932374,0.0
41361,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,0.34399705950636417,1.0
41363,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.8555287779464447,0.0
41365,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,16.0,0.0,0.0,0.0,1.0,1.0,0.7908974795718677,1.0
41367,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,6.0,0.0,0.0,0.0,1.0,1.0,0.20994021493243054,1.0
41369,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,middle,13.0,0.0,0.0,0.0,1.0,1.0,0.3217827461194247,1.0
41371,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,left,8.0,0.0,0.0,0.0,1.0,1.0,0.5571692225392506,1.0
41377,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,0.8703204998746514,1.0
41379,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5556443110108376,0.0
41380,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,middle,11.0,0.0,0.0,0.0,1.0,1.0,1.4457814584020525,1.0
41381,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,left,10.0,0.0,0.0,0.0,1.0,1.0,0.5787730903830379,1.0
41387,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,13.0,0.0,0.0,0.0,1.0,1.0,1.467149707255885,1.0
41389,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,-1.0,0.0,0.0,0.0,1.0,1.0,-0.949681707425043,0.0
41390,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,1.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.4799652583897114,0.0
41392,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.5891679525375366,0.0
41395,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,left,14.0,0.0,0.0,0.0,1.0,1.0,0.9402622834313661,1.0
41397,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.9525366425514221,0.0
41398,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.299674236215651,0.0
41400,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.3065519188530743,1.0
41401,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,left,5.0,0.0,0.0,0.0,1.0,1.0,0.5033410545438528,1.0
41403,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,0.6934744180180132,1.0
41404,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,deep,right,38.0,0.0,0.0,0.0,1.0,1.0,2.3359258478158154,1.0
41406,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,6.0,0.0,0.0,0.0,1.0,1.0,0.578853719343897,1.0
41414,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.5608938438817859,0.0
41416,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.6324130375869572,0.0
41419,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,24.0,0.0,0.0,0.0,1.0,1.0,1.4409106275998056,1.0
41421,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,-4.0,0.0,0.0,0.0,1.0,1.0,-0.7341150813736022,0.0
41422,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,right,7.0,0.0,0.0,0.0,1.0,1.0,-0.5739238574169576,0.0
41423,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,left,10.0,0.0,0.0,0.0,1.0,1.0,-0.6254188454110612,0.0
41425,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,4.0,0.0,0.0,0.0,1.0,1.0,-0.07087217085063457,0.0
41426,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,1.0,0.0,0.0,0.0,1.0,1.0,-0.650014610728249,0.0
41427,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.9166188277304173,0.0
41428,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,deep,left,17.0,0.0,0.0,0.0,1.0,1.0,3.8334673115750775,1.0
41429,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.48206814692821354,0.0
41430,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,6.0,0.0,0.0,0.0,1.0,1.0,0.07136929780244827,1.0
41431,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.5615362739775565,0.0
41434,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2456705046351999,1.0
41436,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,deep,right,22.0,0.0,0.0,0.0,1.0,1.0,2.4483537120977417,1.0
41438,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.4538920457707718,0.0
41439,2019-12-22,2019_16_DAL_PHI,2019,16,PHI,00-0032950,C.Wentz,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.0980029229540378,0.0
41441,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,13.0,0.0,0.0,0.0,1.0,1.0,0.716797310160473,1.0
41442,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.48641531146131456,0.0
41443,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,deep,left,21.0,0.0,0.0,0.0,1.0,1.0,1.6503623994067311,1.0
41444,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.48314373195171356,0.0
41445,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,middle,18.0,0.0,0.0,0.0,1.0,1.0,1.6255558109260164,1.0
41446,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,middle,5.0,0.0,0.0,0.0,1.0,1.0,0.12522929691476747,1.0
41447,2019-12-22,2019_16_DAL_PHI,2019,16,DAL,00-0033077,D.Prescott,0.0,short,right,6.0,0.0,0.0,0.0,1.0,1.0,0.5697797411703505,1.0
