,game_date,game_id,season,week,posteam,passer_id,passer,qb_hit,pass_length,pass_location,passing_yards,pass_touchdown,interception,sack,pass_attempt,complete_pass,epa,success
15023,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.6613646848127246,0.0
15024,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,14.0,0.0,0.0,0.0,1.0,1.0,-0.2179537219926715,0.0
15025,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.8643583003431559,0.0
15026,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,deep,middle,46.0,1.0,0.0,0.0,1.0,1.0,5.467809308785945,1.0
15030,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.45947844546753913,0.0
15032,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.1285501446109265,0.0
15033,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.095365491820989,0.0
15036,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,2.0,0.0,0.0,0.0,1.0,1.0,-0.4830774525180459,0.0
15038,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,3.0,0.0,0.0,0.0,1.0,1.0,0.9780908811371773,1.0
15040,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.9244328599888831,0.0
15041,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,12.0,0.0,0.0,0.0,1.0,1.0,2.1293687992729247,1.0
15043,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,10.0,0.0,0.0,0.0,1.0,1.0,0.7977342398371547,1.0
15044,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.4284840637119487,0.0
15046,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.7872187019952688,0.0
15050,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.7397648431360722,0.0
15051,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.3548691356554627,1.0
15052,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,9.0,0.0,0.0,0.0,1.0,1.0,0.8885700120590627,1.0
15054,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,18.0,0.0,0.0,0.0,1.0,1.0,0.9845031407894567,1.0
15056,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.45144600118510425,0.0
15057,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,11.0,0.0,0.0,0.0,1.0,1.0,1.0782907978864387,1.0
15058,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,,,,0.0,,,,,,-0.0075112233171239495,0.0
15059,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,14.0,1.0,0.0,0.0,1.0,1.0,1.8106101122684777,1.0
15063,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,middle,9.0,0.0,0.0,0.0,1.0,1.0,0.8408231125213206,1.0
15066,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,deep,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.654505409533158,0.0
15068,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,15.0,0.0,0.0,0.0,1.0,1.0,1.1526097394526005,1.0
15072,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,11.0,1.0,0.0,0.0,1.0,1.0,2.4569299161084928,1.0
15076,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,0.3043556562624872,1.0
15077,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.6209313238505274,1.0
15078,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,14.0,0.0,0.0,0.0,1.0,1.0,0.7325977454893291,1.0
15079,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2168039297685027,1.0
15081,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,0.6407190270256251,1.0
15083,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,deep,left,0.0,0.0,1.0,0.0,1.0,0.0,-4.288251099642366,0.0
15085,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,23.0,0.0,0.0,0.0,1.0,1.0,1.8861552528105676,1.0
15086,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,14.0,0.0,0.0,0.0,1.0,1.0,0.8920823486987501,1.0
15087,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,1.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.4667059351922944,0.0
15088,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,12.0,0.0,0.0,0.0,1.0,1.0,1.2342170281917788,1.0
15089,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.4104108762694523,1.0
15091,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,middle,2.0,0.0,0.0,0.0,1.0,1.0,-0.6334522052202374,0.0
15092,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,middle,7.0,0.0,0.0,0.0,1.0,1.0,1.721757712191902,1.0
15094,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,9.0,0.0,0.0,0.0,1.0,1.0,1.7173144909611437,1.0
15098,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,middle,19.0,0.0,0.0,0.0,1.0,1.0,1.0552959661581554,1.0
15099,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.28752996114781126,1.0
15100,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,17.0,0.0,0.0,0.0,1.0,1.0,1.0400956972152926,1.0
15102,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.41137396526755765,0.0
15103,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.49619828566210344,0.0
15104,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,1.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.1583698525111281,0.0
15107,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.2080107795773074,0.0
15109,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.4647399876848795,1.0
15111,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.36143872974207625,0.0
15112,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.4194554262794554,0.0
15113,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,4.0,0.0,0.0,0.0,1.0,1.0,-0.8380917481845245,0.0
15115,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,deep,right,0.0,0.0,1.0,0.0,1.0,0.0,-1.133835787884891,0.0
15116,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-5.883984468557173,0.0
15117,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.3010160975682084,1.0
15123,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,0.6207717950455844,1.0
15125,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,2.0,0.0,0.0,0.0,1.0,1.0,0.49652833212167025,1.0
15126,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,18.0,0.0,0.0,0.0,1.0,1.0,1.2227330724708736,1.0
15128,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,4.0,0.0,0.0,0.0,1.0,1.0,0.17650891141965985,1.0
15129,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.4390835842350498,0.0
15130,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.06008933356497437,0.0
15131,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,0.0,0.0,0.0,0.0,1.0,1.0,-1.402132798875439,0.0
15133,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,0.5359021765179932,1.0
15135,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,-0.07072510081343353,0.0
15137,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.4126729703275487,0.0
15138,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,16.0,0.0,0.0,0.0,1.0,1.0,1.39516609814018,1.0
15139,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,10.0,0.0,0.0,0.0,1.0,1.0,0.7549686670536175,1.0
15141,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.9349633353995159,0.0
15142,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,6.0,1.0,0.0,0.0,1.0,1.0,2.6524101358954795,1.0
15147,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,9.0,0.0,0.0,0.0,1.0,1.0,0.8929678443819284,1.0
15149,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.33230824349448085,1.0
15152,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,5.0,0.0,0.0,0.0,1.0,1.0,0.030735621228814125,1.0
15153,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,1.0693925600498915,1.0
15156,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.7326084709493443,0.0
15157,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,0.0,0.0,1.0,0.0,1.0,0.0,-4.264996534329839,0.0
15158,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.5559517238289118,0.0
15159,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.7495136940851808,0.0
15162,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-1.3474351717159152,0.0
15165,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.7350762444548309,1.0
15167,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,deep,left,23.0,0.0,0.0,0.0,1.0,1.0,1.2193511400837451,1.0
15168,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.5969475558958948,0.0
15169,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1812706091441214,1.0
15173,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,9.0,0.0,0.0,0.0,1.0,1.0,0.834432678646408,1.0
15174,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.7385606525931507,0.0
15175,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,left,5.0,0.0,0.0,0.0,1.0,1.0,0.30057309492258355,1.0
15177,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,18.0,0.0,0.0,0.0,1.0,1.0,2.729046827123966,1.0
15179,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.8836881494498812,1.0
15180,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.053,1.0
15182,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,right,-4.0,0.0,0.0,0.0,1.0,1.0,-1.1660285876132548,0.0
15184,2019-10-13,2019_06_HOU_KC,2019,6,KC,00-0033873,P.Mahomes,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.6229158092755824,0.0
15187,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,18.0,0.0,0.0,0.0,1.0,1.0,1.47620155592449,1.0
15191,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,0.0,short,right,9.0,0.0,0.0,0.0,1.0,1.0,-0.7243695384822786,0.0
15195,2019-10-13,2019_06_HOU_KC,2019,6,HOU,00-0033537,D.Watson,1.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,1.8273744868929498,1.0
15201,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,0.6362767051905394,1.0
15202,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,8.0,0.0,0.0,0.0,1.0,1.0,0.4483754700049758,1.0
15206,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.966377632925287,0.0
15209,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,0.9860809412784874,1.0
15210,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.5830549905076623,0.0
15212,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,middle,6.0,0.0,0.0,0.0,1.0,1.0,-0.14049809938296676,0.0
15214,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,middle,9.0,0.0,0.0,0.0,1.0,1.0,0.8513782415539026,1.0
15216,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.5272879970725626,0.0
15218,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,9.0,0.0,0.0,0.0,1.0,1.0,2.1388230982702225,1.0
15220,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.8406800169032067,0.0
15221,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.7772234736476094,0.0
15224,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.662223246647045,0.0
15225,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.5593371209688485,0.0
15228,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.9447163227014244,0.0
15229,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,right,13.0,0.0,0.0,0.0,1.0,1.0,2.865993323386647,1.0
15230,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,1.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.45647204446140677,0.0
15231,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,-2.0,0.0,0.0,0.0,1.0,1.0,-1.0027962391031906,0.0
15232,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.5813197174553497,0.0
15236,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.591848824173212,0.0
15238,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,,,,0.0,,,,,,0.020953292027115822,1.0
15239,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.5265948129817843,0.0
15241,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,deep,left,27.0,0.0,0.0,0.0,1.0,1.0,1.884097836446017,1.0
15244,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,4.0,0.0,0.0,0.0,1.0,1.0,-0.3656120505183935,0.0
15245,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,middle,2.0,0.0,0.0,0.0,1.0,1.0,-1.2830651027616113,0.0
15249,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,,,,0.0,,,,,,-0.023415045347064734,0.0
15250,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.5174770909361541,0.0
15253,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,middle,8.0,0.0,0.0,0.0,1.0,1.0,0.5455753020942211,1.0
15254,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.2389116412959993,0.0
15256,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,right,12.0,0.0,0.0,0.0,1.0,1.0,0.5638721126597375,1.0
15259,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,deep,middle,22.0,0.0,0.0,0.0,1.0,1.0,2.2198815525043756,1.0
15261,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,middle,9.0,0.0,0.0,0.0,1.0,1.0,0.8782439532224089,1.0
15264,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,left,9.0,0.0,0.0,0.0,1.0,1.0,1.6066738498047926,1.0
15267,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.1702070850382449,0.0
15270,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,right,3.0,0.0,0.0,0.0,1.0,1.0,-0.274392711580731,0.0
15271,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,9.0,0.0,0.0,0.0,1.0,1.0,0.8012654801132157,1.0
15273,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,middle,14.0,0.0,0.0,0.0,1.0,1.0,0.6778295181575231,1.0
15274,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-0.8053333755233325,0.0
15275,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-0.8259340716758743,0.0
15277,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,14.0,0.0,0.0,0.0,1.0,1.0,-0.18777988688088953,0.0
15280,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,0.0752486432902515,1.0
15281,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,middle,10.0,0.0,0.0,0.0,1.0,1.0,0.1577434453065507,1.0
15282,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.24782218830659986,0.0
15283,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-0.24459148378809914,0.0
15288,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,left,20.0,0.0,0.0,0.0,1.0,1.0,1.294897346990183,1.0
15290,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.9083035974763334,0.0
15291,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,middle,0.0,0.0,1.0,0.0,1.0,0.0,-3.1756935543380678,0.0
15294,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,17.0,0.0,0.0,0.0,1.0,1.0,0.9743161119986326,1.0
15297,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,0.39100295200478286,1.0
15299,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5407734405598603,0.0
15302,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.8565239627532537,0.0
15305,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5860543702729046,0.0
15306,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,left,9.0,0.0,0.0,0.0,1.0,1.0,0.9002173985354602,1.0
15307,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,right,23.0,0.0,0.0,0.0,1.0,1.0,1.7368097166763619,1.0
15312,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,short,middle,5.0,0.0,0.0,0.0,1.0,1.0,0.07020785450004041,1.0
15314,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.9604336047701278,0.0
15318,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,26.0,0.0,0.0,0.0,1.0,1.0,2.143733442761004,1.0
15320,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.47888080892153084,1.0
15323,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.8173578123096377,0.0
15325,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,middle,5.0,0.0,0.0,0.0,1.0,1.0,0.04978591320104897,1.0
15326,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,left,12.0,0.0,0.0,0.0,1.0,1.0,1.0190418779966421,1.0
15328,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,right,9.0,0.0,0.0,0.0,1.0,1.0,0.3579863556078635,1.0
15330,2019-10-13,2019_06_NO_JAX,2019,6,NO,00-0031237,T.Bridgewater,0.0,short,middle,4.0,1.0,0.0,0.0,1.0,1.0,2.5051542877336033,1.0
15334,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.638461711583659,1.0
15335,2019-10-13,2019_06_NO_JAX,2019,6,JAX,00-0035289,G.Minshew II,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.5293356946203858,0.0
